Element Name,Windows NT,Windows,Windows CE,Win32s,Component,Component Version,Header File,Import Library,Unicode,Element Type
IPX_SERVICE,5.0 or later. Available as a redistributable for Windows NT 4.0.,,,,Routing and RAS,,stm.h,,,structure
MPR_IFTRANSPORT_0,5.0 or later. Available as a redistributable for Windows NT 4.0.,,,,Routing and RAS,,mprapi.h,,,structure
MPR_INTERFACE_0,5.0 or later. Available as a redistributable for Windows NT 4.0.,,,,Routing and RAS,,mprapi.h,,,structure
MPR_SERVER_0,5.0 or later. Available as a redistributable for Windows NT 4.0.,,,,Routing and RAS,,mprapi.h,,,structure
MPR_TRANSPORT_0,5.0 or later. Available as a redistributable for Windows NT 4.0.,,,,Routing and RAS,,mprapi.h,,,structure
PPP_EAP_INFO,5.0 or later,,,,Routing and RAS,,raseapif.h,,,structure
PPP_EAP_INPUT,5.0 or later,,,,Routing and RAS,,raseapif.h,,,structure
PPP_EAP_OUTPUT,5.0 or later,,,,Routing and RAS,,raseapif.h,,,structure
PPP_EAP_PACKET,5.0 or later,,,,Routing and RAS,,raseapif.h,,,structure
RAS_AUTH_ATTRIBUTE,5.0 or later,,,,Routing and RAS,,rasauth.h,,,structure
RAS_CONNECTION_0,5.0 or later. Available as a redistributable for Windows NT 4.0.,,,,Routing and RAS,,mprapi.h,,,structure
RAS_CONNECTION_1,5.0 or later. Available as a redistributable for Windows NT 4.0.,,,,Routing and RAS,,mprapi.h,,,structure
RAS_PORT_0,5.0 or later. Available as a redistributable for Windows NT 4.0.,,,,Routing and RAS,,mprapi.h,,,structure
RAS_PORT_1,5.0 or later. Available as a redistributable for Windows NT 4.0.,,,,Routing and RAS,,mprapi.h,,,structure
RTM_IP_ROUTE,5.0 or later. Available as a redistributable for Windows NT 4.0.,,,,Routing and RAS,,rtm.h,,,structure
RTM_IPX_ROUTE,5.0 or later. Available as a redistributable for Windows NT 4.0.,,,,Routing and RAS,,rtm.h,,,structure
SUPPORT_FUNCTIONS,5.0 or later. Available as a redistributable for Windows NT 4.0.,,,,Routing and RAS,,routprot.h,,,structure
char_array_from_ndr,3.1 or later,Windows 95 or later,,,RPC,,rpcndr.h,rpcrt4.lib,,function
char_from_ndr,3.1 or later,Windows 95 or later,,,RPC,,rpcndr.h,rpcrt4.lib,,function
data_from_ndr,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
data_into_ndr,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
data_size_ndr,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
double_array_from_ndr,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
double_from_ndr,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
enum_from_ndr,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
float_array_from_ndr,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
float_from_ndr,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
I_RpcAllocate,3.1 or later,,,,RPC,,rpcdcep.h,rpcrt4.lib,,function
I_RpcBindingCopy,3.1 or later,,,,RPC,,rpcdcep.h,rpcrt4.lib,,function
I_RpcBindingInqDynamicEndpoint,3.1 or later,,,,RPC,,rpcdcep.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
I_RpcBindingInqTransportType,3.1 or later,Windows 95 or later,,,RPC,,rpcdcep.h,rpcrt4.lib,,function
I_RpcBindingIsClientLocal,3.1 or later,,,,RPC,,rpcdcep.h,rpcrt4.lib,,function
I_RpcClearMutex,3.1 or later,,,,RPC,,rpcdcep.h,rpcrt4.lib,,function
I_RpcDeleteMutex,3.1 or later,,,,RPC,,rpcdcep.h,rpcrt4.lib,,function
I_RpcFree,3.1 or later,,,,RPC,,rpcdcep.h,rpcrt4.lib,,function
I_RpcFreeBuffer,3.1 or later,,,,RPC,,rpcdcep.h,rpcrt4.lib,,function
I_RpcGetAssociationContext,3.1 or later,,,,RPC,,rpcdcep.h,rpcrt4.lib,,function
I_RpcGetBuffer,3.1 or later,,,,RPC,,rpcdcep.h,rpcrt4.lib,,function
I_RpcGetCurrentCallHandle,3.1 or later,,,,RPC,,rpcdcep.h,rpcrt4.lib,,function
I_RpcIfInqTransferSyntaxes,3.1 or later,,,,RPC,,rpcdcep.h,rpcrt4.lib,,function
I_RpcMapWin32Status,3.1 or later,,,,RPC,,rpc.h,rpcrt4.lib,,function
I_RpcMonitorAssociation,3.1 or later,,,,RPC,,rpcdcep.h,rpcrt4.lib,,function
I_RpcNsBindingSetEntryName,3.1 or later,,,,RPC,,rpcdcep.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
I_RpcNsGetBuffer,3.1 or later,,,,RPC,,rpcnsip.h,rpcns4.lib,,function
I_RpcNsRaiseException,3.1 or later,,,,RPC,,rpcnsip.h,rpcns4.lib,,function
I_RpcNsSendReceive,3.1 or later,,,,RPC,,rpcnsip.h,rpcns4.lib,,function
I_RpcPauseExecution,3.1 or later,,,,RPC,,rpcdcep.h,rpcrt4.lib,,function
I_RpcReBindBuffer,3.1 or later,,,,RPC,,rpcdcep.h,rpcns4.lib,,function
I_RpcRequestMutex,3.1 or later,,,,RPC,,rpcdcep.h,rpcrt4.lib,,function
I_RpcSendReceive,3.1 or later,,,,RPC,,rpcdcep.h,rpcrt4.lib,,function
I_RpcServerRegisterForwardFunction,3.1 or later,Windows 95 or later,,,RPC,,rpcdcep.h,rpcrt4.lib,,function
I_RpcSetAssociationContext,3.1 or later,,,,RPC,,rpcdcep.h,rpcrt4.lib,,function
I_RpcSsDontSerializeContext,3.1 or later,Windows 95 or later,,,RPC,,rpcdcep.h,rpcrt4.lib,,function
I_RpcStopMonitorAssociation,3.1 or later,,,,RPC,,rpcdcep.h,rpcrt4.lib,,function
I_UuidCreate,3.1 or later,,,,RPC,,rpcdcep.h,rpcrt4.lib,,function
long_array_from_ndr,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
long_from_ndr,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
long_from_ndr_temp,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
MesBufferHandleReset,3.1 or later,Windows 95 or later,,,RPC,,midles.h,rpcrt4.lib,,function
MesDecodeBufferHandleCreate,3.1 or later,Windows 95 or later,,,RPC,,midles.h,rpcrt4.lib,,function
MesDecodeIncrementalHandleCreate,3.1 or later,Windows 95 or later,,,RPC,,midles.h,rpcrt4.lib,,function
MesEncodeDynBufferHandleCreate,3.1 or later,Windows 95 or later,,,RPC,,midles.h,rpcrt4.lib,,function
MesEncodeFixedBufferHandleCreate,3.1 or later,Windows 95 or later,,,RPC,,midles.h,rpcrt4.lib,,function
MesEncodeIncrementalHandleCreate,3.1 or later,Windows 95 or later,,,RPC,,midles.h,rpcrt4.lib,,function
MesHandleFree,3.1 or later,Windows 95 or later,,,RPC,,midles.h,rpcrt4.lib,,function
MesIncrementalHandleReset,3.1 or later,Windows 95 or later,,,RPC,,midles.h,rpcrt4.lib,,function
MesInqProcEncodingId,3.1 or later,Windows 95 or later,,,RPC,,midles.h,rpcrt4.lib,,function
midl_allocate,3.1 or later,,,,RPC,,rpcndr.h,,,function
MIDL_user_allocate,3.1 or later,,,,RPC,,rpcndr.h,user-defined,,function
MIDL_wchar_strcpy,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
MIDL_wchar_strlen,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
NDRCContextBinding,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
NDRCContextMarshall,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
NDRCContextUnmarshall,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
NDRcopy,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
NDRSContextMarshall,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
NDRSContextUnmarshall,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
RpcAbnormalTermination,3.1 or later,Windows 95 or later,,,RPC,,rpc.h,,,function
RpcBindingInqAuthClient,3.1 or later,Windows 95 or later,,,RPC,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcBindingServerFromClient,3.1 or later,Windows 95 or later,,,RPC,,rpcdce.h,rpcrt4.lib,,function
RpcBindingSetAuthInfo,3.1 or later,Windows 95 or later,,,RPC,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcEndExcept,3.1 or later,Windows 95 or later,,,RPC,,rpc.h,,,function
RpcEndFinally,3.1 or later,Windows 95 or later,,,RPC,,rpc.h,,,function
RpcExcept,3.1 or later,Windows 95 or later,,,RPC,,rpc.h,,,function
RpcExceptionCode,3.1 or later,Windows 95 or later,,,RPC,,rpc.h,,,function
RpcFinally,3.1 or later,Windows 95 or later,,,RPC,,rpc.h,,,function
RpcImpersonateClient,3.1 or later,Windows 95 or later,,,RPC,,rpc.h,rpcrt4.lib,,function
RpcMacSetYieldInfo,,,,,RPC,Macintosh client only,rpc.h,rpcrt4.lib,,function
RpcMgmtInqDefaultProtectLevel,3.1 or later,Windows 95 or later,,,RPC,,rpcdce.h,rpcrt4.lib,,function
RpcMgmtInqIfIds,3.1 or later,Windows 95 or later,,,RPC,,rpcdce.h,rpcrt4.lib,,function
RpcProtseqVectorFree,3.1 or later,Windows 95 or later,,,RPC,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcRaiseException,3.1 or later,Windows 95 or later,,,RPC,,rpcdce.h,rpcrt4.lib,,function
RpcRevertToSelf,3.1 or later,Windows 95 or later,,,RPC,,rpc.h,rpcrt4.lib,,function
RpcRevertToSelfEx,3.1 or later,,,,RPC,,rpc.h,rpcrt4.lib,,function
RpcServerInqBindings,3.1 or later,Windows 95 or later,,,RPC,,rpcdce.h,rpcrt4.lib,,function
RpcServerInqIf,3.1 or later,Windows 95 or later,,,RPC,,rpcdce.h,rpcrt4.lib,,function
RpcServerListen,3.1 or later,Windows 95 or later,,,RPC,,rpcdce.h,rpcrt4.lib,,function
RpcServerRegisterAuthInfo,3.1 or later,Windows 95 or later,,,RPC,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcServerRegisterIf,3.1 or later,Windows 95 or later,,,RPC,,rpcdce.h,rpcrt4.lib,,function
RpcServerRegisterIfEx,3.1 or later,Windows 95 or later,,,RPC,,rpcdce.h,rpcrt4.lib,,function
RpcServerUnregisterIf,3.1 or later,Windows 95 or later,,,RPC,,rpcdce.h,rpcrt4.lib,,function
RpcServerUseAllProtseqs,3.1 or later,Windows 95 or later,,,RPC,,rpcdce.h,rpcrt4.lib,,function
RpcServerUseAllProtseqsEx,3.1 or later,,,,RPC,,rpcdce.h,rpcrt4.lib,,function
RpcServerUseAllProtseqsIf,3.1 or later,Windows 95 or later,,,RPC,,rpcdce.h,rpcrt4.lib,,function
RpcServerUseAllProtseqsIfEx,3.1 or later,,,,RPC,,rpcdce.h,rpcrt4.lib,,function
RpcServerUseProtseq,3.1 or later,Windows 95 or later,,,RPC,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcServerUseProtseqEp,3.1 or later,Windows 95 or later,,,RPC,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcServerUseProtseqEpEx,3.1 or later,,,,RPC,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcServerUseProtseqEx,3.1 or later,,,,RPC,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcServerUseProtseqIf,3.1 or later,Windows 95 or later,,,RPC,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcServerUseProtseqIfEx,3.1 or later,,,,RPC,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcSmAllocate,3.1 or later,Windows 95 or later,,,RPC,,rpcndr.h,rpcrt4.lib,,function
RpcSmClientFree,3.1 or later,Windows 95 or later,,,RPC,,rpcndr.h,rpcrt4.lib,,function
RpcSmDestroyClientContext,3.1 or later,Windows 95 or later,,,RPC,,rpcndr.h,rpcrt4.lib,,function
RpcSmDisableAllocate,3.1 or later,Windows 95 or later,,,RPC,,rpcndr.h,rpcrt4.lib,,function
RpcSmEnableAllocate,3.1 or later,Windows 95 or later,,,RPC,,rpcndr.h,rpcrt4.lib,,function
RpcSmFree,3.1 or later,Windows 95 or later,,,RPC,,rpcndr.h,rpcrt4.lib,,function
RpcSmGetThreadHandle,3.1 or later,Windows 95 or later,,,RPC,,rpcndr.h,rpcrt4.lib,,function
RpcSmSetClientAllocFree,3.1 or later,Windows 95 or later,,,RPC,,rpcndr.h,rpcrt4.lib,,function
RpcSmSetThreadHandle,3.1 or later,Windows 95 or later,,,RPC,,rpcndr.h,rpcrt4.lib,,function
RpcSmSwapClientAllocFree,3.1 or later,Windows 95 or later,,,RPC,,rpcndr.h,rpcrt4.lib,,function
RpcSsAllocate,3.1 or later,Windows 95 or later,,,RPC,,rpcndr.h,rpcrt4.lib,,function
RpcSsDestroyClientContext,3.1 or later,Windows 95 or later,,,RPC,,rpcndr.h,rpcrt4.lib,,function
RpcSsDisableAllocate,3.1 or later,Windows 95 or later,,,RPC,,rpcndr.h,rpcrt4.lib,,function
RpcSsDontSerializeContext,3.1 or later,Windows 95 or later,,,RPC,,rpcndr.h,rpcrt4.lib,,function
RpcSsEnableAllocate,3.1 or later,Windows 95 or later,,,RPC,,rpcndr.h,rpcrt4.lib,,function
RpcSsFree,3.1 or later,Windows 95 or later,,,RPC,,rpcndr.h,rpcrt4.lib,,function
RpcSsGetThreadHandle,3.1 or later,Windows 95 or later,,,RPC,,rpcndr.h,rpcrt4.lib,,function
RpcSsSetClientAllocFree,3.1 or later,Windows 95 or later,,,RPC,,rpcndr.h,rpcrt4.lib,,function
RpcSsSetThreadHandle,3.1 or later,Windows 95 or later,,,RPC,,rpcndr.h,rpcrt4.lib,,function
RpcSsSwapClientAllocFree,3.1 or later,Windows 95 or later,,,RPC,,rpcndr.h,rpcrt4.lib,,function
RpcTryExcept,3.1 or later,Windows 95 or later,,,RPC,,rpc.h,,,function
RpcTryFinally,3.1 or later,Windows 95 or later,,,RPC,,rpc.h,,,function
RpcWinSetYieldInfo,,,,,RPC,16-bit client only,rpc.h,rpcrt4.lib,,function
RpcWinSetYieldTimeout,,,,,RPC,16-bit client only,rpc.h,rpcrt4.lib,,function
short_array_from_ndr,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
short_from_ndr,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
short_from_ndr_temp,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
tree_into_ndr,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
tree_peek_ndr,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
tree_size_ndr,3.1 or later,,,,RPC,,rpcndr.h,rpcrt4.lib,,function
UuidCompare,3.1 or later,Windows 95 or later,,,RPC,,rpcdce.h,rpcrt4.lib,,function
UuidCreate,3.1 or later,,,,RPC,,rpcdce.h,rpcrt4.lib,,function
UuidCreateNil,3.1 or later,Windows 95 or later,,,RPC,,rpcdce.h,rpcrt4.lib,,function
UuidEqual,3.1 or later,Windows 95 or later,,,RPC,,rpcdce.h,rpcrt4.lib,,function
UuidFromString,3.1 or later,,,,RPC,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
UuidHash,3.1 or later,Windows 95 or later,,,RPC,,rpcdce.h,rpcrt4.lib,,function
UuidIsNil,3.1 or later,Windows 95 or later,,,RPC,,rpcdce.h,rpcrt4.lib,,function
UuidToString,3.1 or later,,,,RPC,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
DceErrorInqText,3.1 or later,,,,RPC Client,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcBindingCopy,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcBindingFree,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcBindingFromStringBinding,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcBindingInqAuthInfo,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcBindingInqObject,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcBindingReset,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcBindingSetObject,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcBindingToStringBinding,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcBindingVectorFree,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcCancelThread,3.1 or later,,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcEpRegister,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcEpRegisterNoReplace,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcEpResolveBinding,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcEpUnregister,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcIfIdVectorFree,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcIfInqId,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcMgmtEnableIdleCleanup,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcMgmtEpEltInqBegin,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcMgmtEpEltInqDone,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcMgmtEpEltInqNext,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcMgmtEpUnregister,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcMgmtInqComTimeout,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcMgmtInqServerPrincName,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcMgmtInqStats,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcMgmtIsServerListening,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcMgmtSetAuthorizationFn,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcMgmtSetCancelTimeout,3.1 or later,,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcMgmtSetComTimeout,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcMgmtSetServerStackSize,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcMgmtStatsVectorFree,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcMgmtStopServerListening,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcMgmtWaitServerListen,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcNetworkInqProtseqs,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcNetworkIsProtseqValid,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcNsBindingExport,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcNsBindingImportBegin,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcNsBindingImportDone,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,,function
RpcNsBindingImportNext,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,,function
RpcNsBindingInqEntryName,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcNsBindingLookupBegin,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcNsBindingLookupDone,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,,function
RpcNsBindingLookupNext,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,,function
RpcNsBindingSelect,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,,function
RpcNsBindingUnexport,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcNsEntryExpandName,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcNsEntryObjectInqBegin,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcNsEntryObjectInqDone,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,,function
RpcNsEntryObjectInqNext,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,,function
RpcNsGroupDelete,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcNsGroupMbrAdd,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcNsGroupMbrInqBegin,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcNsGroupMbrInqDone,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,,function
RpcNsGroupMbrInqNext,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcNsGroupMbrRemove,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcNsMgmtBindingUnexport,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcNsMgmtEntryCreate,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcNsMgmtEntryDelete,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcNsMgmtEntryInqIfIds,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcNsMgmtHandleSetExpAge,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,,function
RpcNsMgmtInqExpAge,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,,function
RpcNsMgmtSetExpAge,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,,function
RpcNsProfileDelete,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcNsProfileEltAdd,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcNsProfileEltInqBegin,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcNsProfileEltInqDone,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,,function
RpcNsProfileEltInqNext,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcNsProfileEltRemove,3.1 or later,Windows 95 or later,,,RPC Client,,rpcnsi.h,rpcns4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcObjectInqType,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcObjectSetInqFn,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcObjectSetType,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
RpcStringBindingCompose,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcStringBindingParse,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcStringFree,3.1 or later,Windows 95 or later,,,RPC Client,,rpcdce.h,rpcrt4.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
RpcTestCancel,3.1 or later,,,,RPC Client,,rpcdce.h,rpcrt4.lib,,function
SP_FILE_CALLBACK,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,user-defined,,callback function
SetupAddInstallSectionToDiskSpaceList,4.0 SP3 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupAddSectionToDiskSpaceList,4.0 SP3 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupAddToDiskSpaceList,4.0 SP3 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupAddToSourceList,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupCancelTemporarySourceList,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,,function
SetupCloseFileQueue,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,,function
